code,name,gender,medal_type,medal_code,country,country_code,nationality,discipline,event,event_type,birth_date
1967140,McINTOSH Summer,Female,Gold Medal,1,Canada,CAN,Canada,Swimming,Women's 200m Individual Medley,ATH,18-08-2006
1935895,DOUGLASS Kate,Female,Silver Medal,2,United States,USA,United States,Swimming,Women's 200m Individual Medley,ATH,17-11-2001
1946198,McKEOWN Kaylee,Female,Bronze Medal,3,Australia,AUS,Australia,Swimming,Women's 200m Individual Medley,ATH,12-07-2001
1935938,LEDECKY Katie,Female,Gold Medal,1,United States,USA,United States,Swimming,Women's 800m Freestyle,ATH,17-03-1997
1946150,TITMUS Ariarne,Female,Silver Medal,2,Australia,AUS,Australia,Swimming,Women's 800m Freestyle,ATH,07-09-2000
1935943,MADDEN Paige,Female,Bronze Medal,3,United States,USA,United States,Swimming,Women's 800m Freestyle,ATH,22-10-1998
1902307,CHEN Meng,Female,Gold Medal,1,China,CHN,China,Table Tennis,Women's Singles,HATH,15-01-1994
1902313,SUN Yingsha,Female,Silver Medal,2,China,CHN,China,Table Tennis,Women's Singles,HATH,04-11-2000
1931100,HAYATA Hina,Female,Bronze Medal,3,Japan,JPN,Japan,Table Tennis,Women's Singles,HATH,07-07-2000
1562400,MUSETTI Lorenzo,Male,Bronze Medal,3,Italy,ITA,Italy,Tennis,Men's Singles,HATH,03-03-2002
1927709,ZHENG Qinwen,Female,Gold Medal,1,China,CHN,China,Tennis,Women's Singles,HATH,08-10-2002
1554972,VEKIC Donna,Female,Silver Medal,2,Croatia,CRO,Croatia,Tennis,Women's Singles,HATH,28-06-1996
1902135,KIM Woojin,Male,Gold Medal,1,Korea,KOR,Korea,Archery,Men's Individual,HATH,20-06-1992
1955595,ELLISON Brady,Male,Silver Medal,2,United States,USA,United States,Archery,Men's Individual,HATH,27-10-1988
1902144,LEE Wooseok,Male,Bronze Medal,3,Korea,KOR,Korea,Archery,Men's Individual,HATH,07-08-1997
1918856,LIU Yang,Male,Gold Medal,1,China,CHN,China,Artistic Gymnastics,Men's Rings,ATH,11-08-1994
1918865,ZOU Jingyuan,Male,Silver Medal,2,China,CHN,China,Artistic Gymnastics,Men's Rings,ATH,03-01-1998
1961314,PETROUNIAS Eleftherios,Male,Bronze Medal,3,Greece,GRE,Greece,Artistic Gymnastics,Men's Rings,ATH,30-11-1990
1975874,YULO Carlos Edriel,Male,Gold Medal,1,Philippines,PHI,Philippines,Artistic Gymnastics,Men's Vault,ATH,16-02-2000
1915828,DAVTYAN Artur,Male,Silver Medal,2,Armenia,ARM,Armenia,Artistic Gymnastics,Men's Vault,ATH,08-08-1992
1904740,HEPWORTH Harry,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Artistic Gymnastics,Men's Vault,ATH,06-12-2003
1545688,NEMOUR Kaylia,Female,Gold Medal,1,Algeria,ALG,Algeria,Artistic Gymnastics,Women's Uneven Bars,ATH,30-12-2006
1918872,QIU Qiyuan,Female,Silver Medal,2,China,CHN,China,Artistic Gymnastics,Women's Uneven Bars,ATH,24-05-2007
1959866,LEE Sunisa,Female,Bronze Medal,3,United States,USA,United States,Artistic Gymnastics,Women's Uneven Bars,ATH,09-03-2003
1960173,LYLES Noah,Male,Gold Medal,1,United States,USA,United States,Athletics,Men's 100m,ATH,18-07-1997
1980161,THOMPSON Kishane,Male,Silver Medal,2,Jamaica,JAM,Jamaica,Athletics,Men's 100m,ATH,17-07-2001
1960958,KERLEY Fred,Male,Bronze Medal,3,United States,USA,United States,Athletics,Men's 100m,ATH,07-05-1995
1974151,KATZBERG Ethan,Male,Gold Medal,1,Canada,CAN,Canada,Athletics,Men's Hammer Throw,ATH,05-04-2002
1916814,HALASZ Bence,Male,Silver Medal,2,Hungary,HUN,Hungary,Athletics,Men's Hammer Throw,ATH,04-08-1997
1571563,KOKHAN Mykhaylo,Male,Bronze Medal,3,Ukraine,UKR,Ukraine,Athletics,Men's Hammer Throw,ATH,22-01-2001
1571559,MAHUCHIKH Yaroslava,Female,Gold Medal,1,Ukraine,UKR,Ukraine,Athletics,Women's High Jump,ATH,19-09-2001
1939838,OLYSLAGERS Nicola,Female,Silver Medal,2,Australia,AUS,Australia,Athletics,Women's High Jump,ATH,28-12-1996
1571577,GERASHCHENKO Iryna,Female,Bronze Medal,3,Ukraine,UKR,Ukraine,Athletics,Women's High Jump,ATH,10-03-1995
1939763,PATTERSON Eleanor,Female,Bronze Medal,3,Australia,AUS,Australia,Athletics,Women's High Jump,ATH,22-05-1996
1926315,TUNJUNG Gregoria Mariska,Female,Bronze Medal,,Indonesia,INA,Indonesia,Badminton,Women's Singles,HATH,11-08-1999
1908817,ALCANTARA REYES Yunior,Male,Bronze Medal,3,Dominican Republic,DOM,Dominican Republic,Boxing,Men's 51kg,HATH,10-02-2004
1892464,de PINA David,Male,Bronze Medal,3,Cabo Verde,CPV,Cabo Verde,Boxing,Men's 51kg,HATH,07-08-1996
1972293,SANFORD Wyatt,Male,Bronze Medal,3,Canada,CAN,Canada,Boxing,Men's 63.5kg,HATH,03-11-1998
1550184,GURULI Lasha,Male,Bronze Medal,3,Georgia,GEO,Georgia,Boxing,Men's 63.5kg,HATH,27-08-1996
1943368,PINALES Cristian Javier,Male,Bronze Medal,3,Dominican Republic,DOM,Dominican Republic,Boxing,Men's 80kg,HATH,02-11-2000
1555548,LOPEZ CARDONA Arlen,Male,Bronze Medal,3,Cuba,CUB,Cuba,Boxing,Men's 80kg,HATH,21-02-1993
1934790,REYES PLA Enmanuel,Male,Bronze Medal,3,Spain,ESP,Spain,Boxing,Men's 92kg,HATH,14-12-1992
1909011,BOLTAEV Davlat,Male,Bronze Medal,3,Tajikistan,TJK,Tajikistan,Boxing,Men's 92kg,HATH,13-01-1999
1980125,PANG Cholmi,Female,Bronze Medal,3,DPR Korea,PRK,DPR Korea,Boxing,Women's 54kg,HATH,26-08-1994
1891890,IM Aeji,Female,Bronze Medal,3,Korea,KOR,Korea,Boxing,Women's 54kg,HATH,11-05-1999
1955081,FAULKNER Kristen,Female,Gold Medal,1,United States,USA,United States,Cycling Road,Women's Road Race,ATH,18-12-1992
1969165,VOS Marianne,Female,Silver Medal,2,Netherlands,NED,Netherlands,Cycling Road,Women's Road Race,ATH,13-05-1987
1903120,KOPECKY Lotte,Female,Bronze Medal,3,Belgium,BEL,Belgium,Cycling Road,Women's Road Race,ATH,10-11-1995
1914905,von BREDOW-WERNDL Jessica,Female,Gold Medal,1,Germany,GER,Germany,Equestrian,Dressage Individual,ATH,16-02-1986
1914909,WERTH Isabell,Female,Silver Medal,2,Germany,GER,Germany,Equestrian,Dressage Individual,ATH,21-07-1969
1970905,FRY Charlotte,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Equestrian,Dressage Individual,ATH,11-02-1996
1951724,SCHEFFLER Scottie,Male,Gold Medal,1,United States,USA,United States,Golf,Men's Individual Stroke Play,ATH,21-06-1996
1923629,FLEETWOOD Tommy,Male,Silver Medal,2,Great Britain,GBR,Great Britain,Golf,Men's Individual Stroke Play,ATH,19-01-1991
1961406,MATSUYAMA Hideki,Male,Bronze Medal,3,Japan,JPN,Japan,Golf,Men's Individual Stroke Play,ATH,25-02-1992
1937878,CROVETTO CHADID Francisca,Female,Gold Medal,1,Chile,CHI,Chile,Shooting,Skeet Women,ATH,27-04-1990
1977402,RUTTER Amber Jo,Female,Silver Medal,2,Great Britain,GBR,Great Britain,Shooting,Skeet Women,ATH,21-08-1997
1944397,SMITH Austen Jewell,Female,Bronze Medal,3,United States,USA,United States,Shooting,Skeet Women,ATH,23-07-2001
1935902,FINKE Bobby,Male,Gold Medal,1,United States,USA,United States,Swimming,Men's 1500m Freestyle,ATH,06-11-1999
1925630,PALTRINIERI Gregorio,Male,Silver Medal,2,Italy,ITA,Italy,Swimming,Men's 1500m Freestyle,ATH,05-09-1994
1539969,WIFFEN Daniel,Male,Bronze Medal,3,Ireland,IRL,Ireland,Swimming,Men's 1500m Freestyle,ATH,14-07-2001
1572557,SJOESTROEM Sarah,Female,Gold Medal,1,Sweden,SWE,Sweden,Swimming,Women's 50m Freestyle,ATH,17-08-1993
1946212,HARRIS Meg,Female,Silver Medal,2,Australia,AUS,Australia,Swimming,Women's 50m Freestyle,ATH,07-03-2002
1945125,ZHANG Yufei,Female,Bronze Medal,3,China,CHN,China,Swimming,Women's 50m Freestyle,ATH,19-04-1998
1902295,FAN Zhendong,Male,Gold Medal,1,China,CHN,China,Table Tennis,Men's Singles,HATH,22-01-1997
1563390,MOREGARD Truls,Male,Silver Medal,2,Sweden,SWE,Sweden,Table Tennis,Men's Singles,HATH,16-02-2002
1889177,LEBRUN Felix,Male,Bronze Medal,3,France,FRA,France,Table Tennis,Men's Singles,HATH,12-09-2006
1956398,DJOKOVIC Novak,Male,Gold Medal,1,Serbia,SRB,Serbia,Tennis,Men's Singles,HATH,22-05-1987
1563682,ALCARAZ Carlos,Male,Silver Medal,2,Spain,ESP,Spain,Tennis,Men's Singles,HATH,05-05-2003
1919480,OKA Shinnosuke,Male,Gold Medal,1,Japan,JPN,Japan,Artistic Gymnastics,Men's Horizontal Bar,ATH,31-10-2003
1935685,BARAJAS Angel,Male,Silver Medal,2,Colombia,COL,Colombia,Artistic Gymnastics,Men's Horizontal Bar,ATH,12-08-2006
1918864,ZHANG Boheng,Male,Bronze Medal,3,China,CHN,China,Artistic Gymnastics,Men's Horizontal Bar,ATH,04-03-2000
1878037,TANG Chia-Hung,Male,Bronze Medal,3,Chinese Taipei,TPE,Chinese Taipei,Artistic Gymnastics,Men's Horizontal Bar,ATH,23-09-1996
1918865,ZOU Jingyuan,Male,Gold Medal,1,China,CHN,China,Artistic Gymnastics,Men's Parallel Bars,ATH,03-01-1998
1897555,KOVTUN Illia,Male,Silver Medal,2,Ukraine,UKR,Ukraine,Artistic Gymnastics,Men's Parallel Bars,ATH,10-08-2003
1919480,OKA Shinnosuke,Male,Bronze Medal,3,Japan,JPN,Japan,Artistic Gymnastics,Men's Parallel Bars,ATH,31-10-2003
1551061,D'AMATO Alice,Female,Gold Medal,1,Italy,ITA,Italy,Artistic Gymnastics,Women's Balance Beam,ATH,07-02-2003
1918881,ZHOU Yaqin,Female,Silver Medal,2,China,CHN,China,Artistic Gymnastics,Women's Balance Beam,ATH,12-11-2005
1560762,ESPOSITO Manila,Female,Bronze Medal,3,Italy,ITA,Italy,Artistic Gymnastics,Women's Balance Beam,ATH,02-11-2006
1953634,ANDRADE Rebeca,Female,Gold Medal,1,Brazil,BRA,Brazil,Artistic Gymnastics,Women's Floor Exercise,ATH,08-05-1999
1959861,BILES Simone,Female,Silver Medal,2,United States,USA,United States,Artistic Gymnastics,Women's Floor Exercise,ATH,14-03-1997
1550170,BARBOSU Ana,Female,Bronze Medal,3,Romania,ROU,Romania,Artistic Gymnastics,Women's Floor Exercise,ATH,26-07-2006
1569203,DUPLANTIS Armand,Male,Gold Medal,1,Sweden,SWE,Sweden,Athletics,Men's Pole Vault,ATH,10-11-1999
1960178,KENDRICKS Sam,Male,Silver Medal,2,United States,USA,United States,Athletics,Men's Pole Vault,ATH,07-09-1992
1961218,KARALIS Emmanouil,Male,Bronze Medal,3,Greece,GRE,Greece,Athletics,Men's Pole Vault,ATH,20-10-1999
1910560,CHEBET Beatrice,Female,Gold Medal,1,Kenya,KEN,Kenya,Athletics,Women's 5000m,ATH,05-03-2000
1910451,KIPYEGON Faith,Female,Silver Medal,2,Kenya,KEN,Kenya,Athletics,Women's 5000m,ATH,10-01-1994
1972105,HASSAN Sifan,Female,Bronze Medal,3,Netherlands,NED,Netherlands,Athletics,Women's 5000m,ATH,01-01-1993
1924429,HODGKINSON Keely,Female,Gold Medal,1,Great Britain,GBR,Great Britain,Athletics,Women's 800m,ATH,03-03-2002
1536498,DUGUMA Tsige,Female,Silver Medal,2,Ethiopia,ETH,Ethiopia,Athletics,Women's 800m,ATH,23-02-2001
1928047,MORAA Mary,Female,Bronze Medal,3,Kenya,KEN,Kenya,Athletics,Women's 800m,ATH,15-06-2000
1960721,ALLMAN Valarie,Female,Gold Medal,1,United States,USA,United States,Athletics,Women's Discus Throw,ATH,23-02-1995
1919067,FENG Bin,Female,Silver Medal,2,China,CHN,China,Athletics,Women's Discus Throw,ATH,03-04-1994
1922205,ELKASEVIC Sandra,Female,Bronze Medal,3,Croatia,CRO,Croatia,Athletics,Women's Discus Throw,ATH,21-06-1990
1888993,AXELSEN Viktor,Male,Gold Medal,1,Denmark,DEN,Denmark,Badminton,Men's Singles,HATH,04-01-1994
1926294,VITIDSARN Kunlavut,Male,Silver Medal,2,Thailand,THA,Thailand,Badminton,Men's Singles,HATH,11-05-2001
1566617,LEE Zii Jia,Male,Bronze Medal,3,Malaysia,MAS,Malaysia,Badminton,Men's Singles,HATH,29-03-1998
1891498,AN Se Young,Female,Gold Medal,1,Korea,KOR,Korea,Badminton,Women's Singles,HATH,05-02-2002
1913436,HE Bing Jiao,Female,Silver Medal,2,China,CHN,China,Badminton,Women's Singles,HATH,21-03-1997
1945386,BUTCHER Finn,Male,Gold Medal,1,New Zealand,NZL,New Zealand,Canoe Slalom,Men's Kayak Cross,ATH,17-03-1995
1896032,CLARKE Joseph,Male,Silver Medal,2,Great Britain,GBR,Great Britain,Canoe Slalom,Men's Kayak Cross,ATH,03-11-1992
1913780,HEGGE Noah,Male,Bronze Medal,3,Germany,GER,Germany,Canoe Slalom,Men's Kayak Cross,ATH,15-03-1999
1940209,FOX Noemie,Female,Gold Medal,1,Australia,AUS,Australia,Canoe Slalom,Women's Kayak Cross,ATH,19-03-1997
1880483,HUG Angele,Female,Silver Medal,2,France,FRA,France,Canoe Slalom,Women's Kayak Cross,ATH,30-07-2000
1896045,WOODS Kimberley,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Canoe Slalom,Women's Kayak Cross,ATH,08-09-1995
1913913,LI Yuehong,Male,Gold Medal,1,China,CHN,China,Shooting,25m Rapid Fire Pistol Men,ATH,28-08-1989
1893852,CHO Yeongjae,Male,Silver Medal,2,Korea,KOR,Korea,Shooting,25m Rapid Fire Pistol Men,ATH,15-01-1999
1913919,WANG Xinjie,Male,Bronze Medal,3,China,CHN,China,Shooting,25m Rapid Fire Pistol Men,ATH,24-10-1996
1567361,VAAST Kauli,Male,Gold Medal,1,France,FRA,France,Surfing,Men,HATH,26-02-2002
1946129,ROBINSON Jack,Male,Silver Medal,2,Australia,AUS,Australia,Surfing,Men,HATH,27-12-1997
1955778,MEDINA Gabriel,Male,Bronze Medal,3,Brazil,BRA,Brazil,Surfing,Men,HATH,22-12-1993
1943206,MARKS Caroline,Female,Gold Medal,1,United States,USA,United States,Surfing,Women,HATH,14-02-2002
1955783,WESTON-WEBB Tatiana,Female,Silver Medal,2,Brazil,BRA,Brazil,Surfing,Women,HATH,09-05-1996
1567359,DEFAY Johanne,Female,Bronze Medal,3,France,FRA,France,Surfing,Women,HATH,19-11-1993
1960933,HOCKER Cole,Male,Gold Medal,1,United States,USA,United States,Athletics,Men's 1500m,ATH,06-06-2001
1924440,KERR Josh,Male,Silver Medal,2,Great Britain,GBR,Great Britain,Athletics,Men's 1500m,ATH,08-10-1997
1965327,NUGUSE Yared,Male,Bronze Medal,3,United States,USA,United States,Athletics,Men's 1500m,ATH,01-06-1999
1961246,TENTOGLOU Miltiadis,Male,Gold Medal,1,Greece,GRE,Greece,Athletics,Men's Long Jump,ATH,18-03-1998
1938899,PINNOCK Wayne,Male,Silver Medal,2,Jamaica,JAM,Jamaica,Athletics,Men's Long Jump,ATH,24-10-2000
1552378,FURLANI Mattia,Male,Bronze Medal,3,Italy,ITA,Italy,Athletics,Men's Long Jump,ATH,07-02-2005
1965868,THOMAS Gabrielle,Female,Gold Medal,1,United States,USA,United States,Athletics,Women's 200m,ATH,07-12-1996
1537325,ALFRED Julien,Female,Silver Medal,2,Saint Lucia,LCA,Saint Lucia,Athletics,Women's 200m,ATH,10-06-2001
